timestamp,IP_ORIGEM,PORTA_ORIGEM,ZONA_ORIGEM,IP_DESTINO,PORTA_DESTINO,ZONA_DESTINO,PROTOCOLO,APLICACAO,DURACAO_SESSAO,FINAL_SESSAO,BYTES,BYTES_RECEBIDOS,BYTES_ENVIADOS,LABEL
2022-09-06T15:29:59.000-03:00,150.161.196.59,63948,UFPE,150.161.50.84,22,REDE_PRODUCAO,tcp,ssh,4611,aged-out,84090,34221,49869,Legitimo
2022-09-06T15:30:23.000-03:00,150.161.196.59,63941,UFPE,150.161.50.82,22,REDE_PRODUCAO,tcp,ssh,4840,aged-out,67506,25697,41809,Legitimo
2022-09-06T15:31:31.000-03:00,150.161.196.59,63939,UFPE,150.161.50.81,22,REDE_PRODUCAO,tcp,ssh,4917,aged-out,179304,130731,48573,Legitimo
2022-09-06T15:33:00.000-03:00,150161196182,51950,UFPE,150.161.50.136,22,REDE_PRODUCAO,tcp,ssh,4775,aged-out,261894,198113,63781,Legitimo
2022-09-06T16:16:41.000-03:00,150.161.1.78,62218,UFPE,150.161.50.253,22,REDE_PRODUCAO,tcp,ssh,3602,aged-out,7502,5020,2482,Legitimo
2022-09-06T16:18:50.000-03:00,150161196142,57886,UFPE,150.161.50.139,22,REDE_PRODUCAO,tcp,ssh,17,tcp-fin,5944,2725,3219,Legitimo
2022-09-06T16:18:57.000-03:00,150.161.197.19,48424,UFPE,150.161.50.187,22,REDE_PRODUCAO,tcp,ssh,19,tcp-fin,24568,7621,16947,Legitimo
2022-09-06T16:20:40.000-03:00,150.161.1.78,62225,UFPE,150.161.50.253,22,REDE_PRODUCAO,tcp,ssh,3629,aged-out,10098,6946,3152,Legitimo
2022-09-06T16:21:57.000-03:00,150.161.197.19,47772,UFPE,150.161.50.187,22,REDE_PRODUCAO,tcp,ssh,17,tcp-fin,16096,9753,6343,Legitimo
2022-09-06T17:18:09.000-03:00,150161196232,44064,UFPE,150.161.50.187,22,REDE_PRODUCAO,tcp,ssh,21,tcp-fin,983002,947727,35275,Legitimo
2022-09-06T17:23:07.000-03:00,150161196142,52102,UFPE,150.161.50.136,22,REDE_PRODUCAO,tcp,ssh,3869,aged-out,28324,12449,15875,Legitimo
2022-09-06T17:25:06.000-03:00,150161196232,47942,UFPE,150.161.50.187,22,REDE_PRODUCAO,tcp,ssh,16,tcp-fin,66656,59521,7135,Legitimo
2022-09-06T17:25:25.000-03:00,150161196142,47550,UFPE,150.161.50.139,22,REDE_PRODUCAO,tcp,ssh,4030,aged-out,42938,20089,22849,Legitimo
2022-09-06T17:29:25.000-03:00,150161196232,50616,UFPE,150.161.50.187,22,REDE_PRODUCAO,tcp,ssh,16,tcp-fin,67316,59521,7795,Legitimo
2022-09-06T17:34:47.000-03:00,150161196232,53470,UFPE,150.161.50.187,22,REDE_PRODUCAO,tcp,ssh,16,tcp-fin,66830,59695,7135,Legitimo
2022-09-06T17:37:50.000-03:00,150161196232,55092,UFPE,150.161.50.187,22,REDE_PRODUCAO,tcp,ssh,16,tcp-fin,67082,59485,7597,Legitimo
2022-09-06T17:41:15.000-03:00,150161196232,56914,UFPE,150.161.50.187,22,REDE_PRODUCAO,tcp,ssh,16,tcp-fin,66620,59485,7135,Legitimo
2022-09-06T18:00:22.000-03:00,150.161.1.78,61988,UFPE,150.161.50.253,22,REDE_PRODUCAO,tcp,ssh,12146,aged-out,9336672,7054938,2281734,Legitimo
2022-09-06T18:20:09.000-03:00,150.161.1.78,62224,UFPE,150.161.50.253,22,REDE_PRODUCAO,tcp,ssh,10800,aged-out,60837598,48499134,12338464,Legitimo
2022-09-06T18:33:30.000-03:00,150161196161,65204,UFPE,150.161.50.203,22,REDE_PRODUCAO,tcp,ssh,35,tcp-rst-from-client,7364,3629,3735,Legitimo
2022-09-06T19:58:31.000-03:00,150161196223,52628,UFPE,150.161.50.187,22,REDE_PRODUCAO,tcp,ssh,17,tcp-fin,85674,76955,8719,Legitimo
2022-09-06T21:19:38.000-03:00,150161196161,65224,UFPE,150.161.50.201,22,REDE_PRODUCAO,tcp,ssh,53,tcp-fin,6794,3243,3551,Legitimo
2022-09-06T21:21:39.000-03:00,150161196161,65228,UFPE,150.161.50.201,22,REDE_PRODUCAO,tcp,ssh,64,tcp-fin,6794,3243,3551,Legitimo
